textos;ODS
Actualmente, los recursos nucleares se han convertido en una fuente principal de energía para numerosas naciones y los desechos radiactivos generados en proceso han aumentado. La cantidad promedio de desechos radiactivos liberados por año a partir de la generación de electricidad nuclear es aproximadamente de 0,4 millones de toneladas, excluidos los desechos de extracción y procesamiento de uranio. Sin embargo, la cantidad de desechos pel;12
"La relevancia de la instrucción"", la ""claridad de la instrucción"", la ""preparación y el estilo de gestión"" y el ""supervisión del aprendizaje"" se encontraban entre las categorías del primer factor de enseñanza eficaz según las calificaciones de los estudiantes. Algunas investigaciones muestran que la claridad y la organización son comportamientos de enseñanza efectivos en la educación superior, no solo en función de las calificaciones de los estudiantes, sino también de los logros de los estudiantes en los exámenes. Feldman (1989, 2007) recopiló datos sobre las percepciones de los estudiantes sobre las características de los maestros superiores y descubrió que la organización y la claridad son comportamientos de enseñanza que se correlacionan altamente con el rendimiento de los estudiantes en los exámenes finales comunes.";4
Esta revisión pretende identificar los cambios clave en el sistema educativo chileno entre 2004 y 2016, analizar la situación actual de la educación en Chile y ofrecer recomendaciones al gobierno sobre cómo puede ofrecer mejores oportunidades educativas a todos los chilenos. La revisión examina diferentes áreas de la política educativa en Chile, desde la educación infantil hasta la educación superior. Entre los países de la OCDE, Chile obtuvo el tercer rendimiento más bajo en ciencias en el Programa para la Evaluación Internacional de Alumnos (PISA) 2015.;4
¿Cuál es la relación entre la libertad religiosa y el terrorismo basado en la fe? La literatura más amplia sobre libertad y terrorismo no ha logrado llegar a un veredicto concluyente: algunos sostienen que es necesario restringir las libertades civiles para prevenir actos de terrorismo, otros encuentran que respetar tales derechos socava el apoyo a los grupos terroristas, lo que hace que el terrorismo sea menos probable. Este artículo avanza en el debate sobre la libertad y el terrorismo al analizar específicamente el terrorismo motivado por un imperativo religioso y el nivel de libertad religiosa de un país, algo que no se intentó en estudios anteriores. Usando la minería de datos de clasificación, probamos un conjunto de datos único sobre terrorismo religioso para descubrir las características que contribuyen a que un país experimente terrorismo por motivos religiosos. El análisis encuentra que el terrorismo religioso es de hecho un producto de la escasez de libertad religiosa. El estudio concluye discutiendo las implicaciones de estos hallazgos para los responsables políticos.;16
Sin embargo, las políticas y prácticas de evaluación permanecen en una etapa incipiente, especialmente si se comparan con las de la mayoría de los países de la OCDE y otras economías emergentes de América Latina. La brecha más significativa es la escasez de datos nacionales sobre los resultados de aprendizaje de los estudiantes, lo que dificulta el diseño de políticas efectivas para aumentar el rendimiento y evaluar el impacto de las reformas, en particular el nuevo plan de estudios. También es importante la necesidad de reforzar la capacidad nacional para utilizar la información del seguimiento y la evaluación con fines de formulación de políticas.;4
Describen varios retos que podrían limitar la capacidad de algunos países para aplicar estrategias de agua virtual, como el riesgo potencial de perder la soberanía alimentaria, la falta de mercados para los cultivos no alimentarios y la insuficiencia de infraestructuras en las zonas rurales. Los autores sugieren que la mejora de las prácticas de gestión del agua podría ser más útil que la aplicación de estrategias de comercio de agua virtual en algunos países. Uno de los objetivos de esta mejora del discurso podría ser determinar cómo utilizar el atractivo y el carácter convincente de las metáforas del agua virtual y la huella hídrica como puntos de partida para aumentar el interés público por las cuestiones relacionadas con los recursos hídricos, sin depender únicamente de los debates sobre el agua virtual para orientar las decisiones políticas públicas. Desde mediados de los años noventa, estas metáforas han generado una notable atención e interés públicos por uno de los recursos más importantes, aunque limitados, del planeta.;6
"Este artículo examina el derecho internacional pertinente relacionado con el consentimiento informado para el tratamiento de personas con discapacidades psicosociales y reflexiona sobre la protección que ofrece a este respecto el Convenio Europeo de Derechos Humanos (CEDH) y el Convenio del Consejo de Europa sobre Derechos Humanos y Biomedicina. El artículo argumenta que, si bien la Convención de las Naciones Unidas sobre los Derechos de las Personas con Discapacidad está comenzando a influir en la jurisprudencia del Tribunal Europeo de Derechos Humanos, el CEDH y el Tribunal solo han brindado una protección ""débil"" a las personas con discapacidad psicosocial en relación con al consentimiento informado para el tratamiento médico.";16
El aumento de la representación de mujeres en la gerencia media es un factor importante para cerrar la brecha de género en los puestos de liderazgo superior, ya que los gerentes intermedios constituyen el grupo natural para los candidatos a la alta gerencia en la mayoría de los países, particularmente en vista de las tendencias de envejecimiento en el servicio Civil. Asimismo, el creciente número de mujeres en la categoría profesional -más de la mitad (54,1%) de los profesionales son mujeres- es coherente con un mayor nivel educativo y también aumenta la oferta de talento para ambas categorías directivas. Algunos países, como Irlanda, crean iniciativas específicas para apoyar a mujeres con talento en puestos de mando intermedio en su ascenso a puestos de alta dirección en el sector público (Comisión Europea, 2012).;5
Como resultado, aunque Corea tuvo una de las brechas de género más amplias entre los pro varones en 2012, las niñas superaron a los niños en 2015, aunque la diferencia no fue estadísticamente significativa. Colombia tuvo la brecha de género en matemáticas a favor de los niños más amplia de todos los países/economías participantes de PISA en 2012, pero pudo cerrarla significativamente, incluso entre los estudiantes de mayor rendimiento del país. Mientras que el desempeño de los niños se mantuvo estable entre 2012 y 2015, las niñas lo hicieron 20 puntos mejor en promedio, y las de mayor rendimiento mejoraron en 28 puntos.;5
En consecuencia, los océanos y los recursos que contienen son fundamentales para el bienestar de la Commonwealth. Esto es particularmente cierto para los PEID que posiblemente no tengan otros recursos naturales significativos. Aproximadamente 350 millones de puestos de trabajo en todo el mundo están vinculados a los océanos a través de la pesca, la acuicultura, el turismo costero y marino y las actividades de investigación. Por el contrario, los expertos han emitido una dura advertencia: si continuamos en la trayectoria actual, solo un tercio de la cantidad de pescado disponible de la pesca de captura en 1970 seguirá estando disponible para 2050.;14
Klein y Wayman (2008) y Bauer (2011) constataron que los programas de formación mejoran tanto la vida económica como la no económica de las mujeres propietarias de pequeñas empresas y microempresas. Las redes internacionales, como la Asociación Mundial de Mujeres Empresarias (FCEM), tienen el potencial de transferir conocimientos y experiencia entre el Norte y el Sur, y el Este y el Oeste. Por último, muchas empresarias de alto rendimiento en empresas orientadas al crecimiento tienen experiencia de alta dirección en corporaciones, donde adquirieron experiencia en liderazgo y acceso a valiosas redes.;5
Examina cómo está creciendo la competencia por los recursos hídricos debido a la demanda cambiante, el cambio climático y las preferencias sociales cambiantes. El capítulo también analiza cómo estas presiones aumentan el valor de los regímenes de asignación bien diseñados que funcionan bien en una variedad de condiciones (promedios y extremos) y pueden adaptarse a las condiciones cambiantes al menor costo. Tienen sus raíces en décadas o incluso siglos anteriores y, por lo general, han evolucionado de manera gradual.;6
Estas son mejoras cruciales, pero aún se necesitan avances importantes para incorporar el género en el diseño, la implementación, el cumplimiento y la evaluación de políticas. Con mandatos y recursos sólidos, México puede garantizar que los efectos previstos de las políticas se realicen plenamente. El Capítulo 1 cierra con un resumen de recomendaciones de política dirigidas a promover la igualdad de género en México.;5
La eliminación de barreras sectoriales más específicas a la IED es una prioridad para Islandia (electricidad y pesca), México (transporte, medios y telecomunicaciones de línea fija y servicios financieros), Japón y Corea (en el sector de servicios) e India (aviación, multimarca). venta al por menor), donde también deben eliminarse las barreras específicas al comercio. En la medida en que parte de la tendencia creciente de la desigualdad en muchos países avanzados de la OCDE puede atribuirse a la creciente integración económica de las economías de mercado emergentes, las recomendaciones destinadas a mejorar aún más la productividad mediante la reducción de las barreras al comercio y la IED podrían, en principio, exacerbar la desigualdad salarial. Además, las rentas creadas por el apoyo agrícola a veces se acumulan en los agricultores de altos ingresos, especialmente cuando se otorgan en forma de apoyo a los precios. Los subsidios a la energía a menudo están motivados por motivos de equidad, ya que los ingresos de los hogares más pobres tienden a gastarse de manera desproporcionada en bienes de consumo básicos, como alimentos y energía.;10
A medida que el mercado avanza, la tecnología blockchain está evolucionando hacia el uso empresarial. Diversas compañías potentes se destacan al invertir en el desarrollo de aplicaciones blockchain, como Microsoft, Goldman Sachs y Maersk. Además, la adhesión de empresas a consorcios es cada vez más frecuente con el objet;9
"Sin embargo, como señalan Wilson et al. (2011), este no sería el caso si los operadores de almacenamiento pudieran explotar la diferencia de precios a través del comercio intertemporal. Con ""localidad"" restringida a la canasta de energías renovables intermitentes. Tal estrategia favorecería la energía renovable intermitente sobre la gestionable (por ejemplo, hidroeléctrica, geotérmica). Además, favorecería la energía renovable en la industria de suministro de electricidad sobre otros medios de reducción de carbono.";7
En este sentido, los órganos científicos del Convenio podrían centrarse también en la escala de la ciudad y evaluar la contribución del transporte de largo alcance a la contaminación del aire en las ciudades. La comunidad científica puede generar conocimiento y metodologías para ser utilizadas por las autoridades locales, pero también por las autoridades regionales y nacionales para apoyar a sus ciudades. Los vínculos entre ambas escalas deben ser considerados en las herramientas desarrolladas y promovidas por la comunidad científica.;11
Tal protección es en beneficio tanto del hombre como de la mujer. También se han llevado a cabo reformas con respecto a la edad del matrimonio. Por ejemplo, en Djibouti, Egipto y Marruecos, la edad para contraer matrimonio tanto para hombres como para mujeres es ahora de 18 años. La poligamia todavía está permitida, pero está más restringida que antes y está sujeta a revisión judicial.;5
Junto con las Regulaciones de Salud Pública de 2010 (Estándares de Calidad de Efluentes), el objetivo es lograr una mejora ambiental considerable de los ríos dentro de cinco a diez años. El agua potable se controla de forma rutinaria en cuanto a su calidad química (incluidos los metales pesados), física y radiológica. La contaminación no es alta con respecto a las pautas internacionales9, excepto en la Bahía de Haifa y en algunos otros lugares.;6
La tendencia posterior a la Guerra Fría hacia la privatización de algunas de las funciones militares y de seguridad de las operaciones de posconflicto y de conflicto llevadas a cabo por los estados se está extendiendo a las operaciones de mantenimiento de la paz emprendidas por la ONU y otras organizaciones. Este artículo examina las políticas detrás del mayor uso de contratistas militares y de seguridad privados (EMSP) en el mantenimiento de la paz, considera los obstáculos a la rendición de cuentas y la responsabilidad causados ​​por este desarrollo, y sugiere formas de superar estos obstáculos para brindar reparación a las víctimas de abusos contra los derechos humanos en las manos de dichos contratistas.;16
Este artículo aborda la cuestión de la jurisdicción territorial de la Corte Penal Internacional sobre los crímenes internacionales cometidos a través de Internet. Argumenta que la Corte puede hacer valer su jurisdicción territorial sobre tal conducta de conformidad con el derecho internacional y el Estatuto de Roma, localizando la comisión cibernética de un crimen central en su totalidad o en parte dentro del territorio de los Estados Partes. Sin embargo, para mitigar las quejas estatales de extralimitación jurisdiccional, argumenta además que la Corte podría evitar el respaldo total de versiones extensas de jurisdicción territorial. En su lugar, debe buscar primero un análisis detallado de los delitos fundamentales, seguido de una aplicación bien versada de la territorialidad. Para cerrar, el artículo discute la aplicación de este enfoque en el ejemplo de la incitación en línea a cometer genocidio.;16
Por ejemplo, de acuerdo con la legislación nacional, las áreas naturales solo pueden desarrollarse si el área está cubierta por un SCoT. Dichos incentivos se han visto reforzados por el requisito de que las áreas desarrolladas que no están cubiertas por un SCoT no pueden expandirse a partir del 1 de enero de 2017 en adelante. Para incentivar la adopción de SCots, el Estado convocó convocatorias anuales a partir de 2010 para aumentar la participación en territorios rurales con recursos humanos y financieros limitados para la elaboración de SCots. El PADD es el documento de política que establece los ejes principales del desarrollo territorial para los próximos 15 a 20 años, el DOO es el documento técnico que es oponible a los documentos locales como los programas locales de vivienda (Programmes locaux de l'habitat) , planes de movilidad urbana (Plans de deplacements urbains), planes urbanísticos locales (Plans locaux d'urbanisme) y mapas municipales (Cartes comunales).;11
"Los enfoques esencialistas difieren a la hora de concluir si las mujeres deben participar en el liderazgo de los conflictos o en la consolidación de la paz. Mientras que algunos esencialistas glorifican lo que consideran cualidades de las mujeres, otros alaban las cualidades esenciales de los hombres. Estas teorías rara vez conducen a la aceptación de la diversidad entre hombres y mujeres. Aunque no niega las diferencias biológicas entre hombres y mujeres, el campo de la sociología hace mucho más hincapié en cómo el entorno moldea a hombres y mujeres en el proceso de socialización. Los seres humanos no nacen como ""hombres"" o ""mujeres"". ";5
La generación de residuos per cápita es una de las más altas de la OCDE y ha estado creciendo durante el periodo estudiado. A pesar del declive en el consumo total de fertilizantes nitrogenados, la intensidad de su uso (por unidad de tierra agrícola) se encuentra aún por encima de la media europea de la OCDE, mientras que el uso de pesticidas sigue aumentando. La Estrategia Nacional de Desarrollo Sostenible ha perd;12
Su población total (según datos de TL5) que vive a menos de diez minutos a pie de una parada de autobús es del 81% (frente al 75% de Daejeon, segunda clasificada) y el 19,8% a menos de diez minutos a pie de una estación de tren de media (frente al 12,2% de Busan, segunda clasificada). La mayoría de las zonas de Seúl tienen un nivel equilibrado de accesibilidad a las paradas de autobús y a las estaciones de tren, lo que es bastante singular en comparación con otras regiones TL3 de Corea. Una completa red de transporte público, compuesta por 9 líneas de metro, 355 rutas de autobús urbano y 238 rutas de autobús urbano, da servicio a los 25 distritos autónomos (gu) de Seúl (Seúl, 2016a).;11
La elasticidad del gasto en salud al PIB es de 0,8. La evolución de los precios y la tecnología sanitaria es un factor determinante importante del crecimiento del gasto sanitario. De la Maisonneuve y Oliveira Martins (2013) muestran que para los países de la OCDE explican alrededor del 50 % de la variación del gasto público en salud desde la década de 1990 hasta finales de la década de 2000 y el 40 % para los países BRIICS.;3
Las metas del objetivo sobre seguridad alimentaria reflejan un enfoque basado en los derechos al proponer acabar con el hambre y garantizar el acceso de todas las personas a alimentos sanos, nutritivos y suficientes durante todo el año, y poner fin a todas las formas de malnutrición para el año 2030. Al considerar la cuestión de la seguridad alimentaria desde un ángulo más amplio, este ODS identifica la producción de alimentos como un elemento complementario importante para lograr la seguridad alimentaria. En este sentido, se proponen dos metas dirigidas a lo siguiente (a) duplicar la productividad agrícola y los ingresos de los pequeños productores de alimentos, y b) garantizar sistemas sostenibles de producción de alimentos y aplicar prácticas agrícolas resilientes que aumenten la productividad y la producción.;2
Las mujeres también tienen más probabilidades de ingresar al mercado laboral a través de trabajos temporales que los hombres. En todos los países de la OCDE excepto Japón, Portugal, los Países Bajos y Turquía, las mujeres abandonan la escuela más tarde que los hombres, lo que retrasa su entrada en el mercado laboral. En los países de Europa continental y del sur y en Corea, los adultos jóvenes permanecen más tiempo en la educación antes de ingresar al mercado laboral.;5
Los países también han desarrollado sistemas especializados de capacitación y certificación para buscar ganancias de eficiencia a través de la prestación de atención especializada del cáncer. En países como Suecia, los pacientes con cáncer son tratados en instituciones especializadas con instalaciones para pacientes hospitalizados y ambulatorios, a menudo llamados centros oncológicos integrales, en los que se proporciona radioterapia, quimioterapia y cirugía. Estos centros a menudo facilitan la prestación de atención integrada proporcionada por diversos especialistas a pacientes con cáncer y participan en actividades de investigación extendidas.;3
"Enfoque holístico de los indicadores de las Primeras Naciones"", presentado para la Reunión sobre Pueblos Indígenas e Indicadores de Bienestar, organizada por la Secretaría del Foro Permanente de las Naciones Unidas sobre Cuestiones Indígenas en Ottawa, marzo de 2006. Informe sobre el bienestar de los jóvenes australianos. La investigación rastrea la modernización de los inuit con el suicidio, ofrece esperanza de mejora"", 6 de enero de 2008.";3
Por ejemplo, en todas las sociedades existen disparidades de riqueza entre los más ricos y los más pobres, cuando estas disparidades son excesivas, o tienden a aumentar, se pone en riesgo la cohesión. Una vez más, ninguna sociedad está exenta de diversidad étnica y cultural, la cuestión es cómo gestionar la diversidad para que se convierta en una fuente de enriquecimiento mutuo y no en un factor de división y conflicto. Una sociedad cohesionada es aquella que ha desarrollado formas satisfactorias de hacer frente a estas y otras tensiones de una manera abierta y democrática.;10
"Las Naciones Unidas (""ONU"") ha sido el mayor partidario de los Derechos Humanos desde su invención. El término ""derechos humanos"" apareció siete veces en la Carta fundacional de la ONU. En 1948, la Declaración Universal de Derechos Humanos (""DUDH"") reafirmó que las obligaciones de derechos humanos se han convertido en una parte inseparable del derecho internacional. Desde entonces, la ONU ha trabajado ""diligentemente"" en la promoción y protección de los derechos humanos a través de instrumentos legales y actividades sobre el terreno. Sin embargo, la ONU incurre en violaciones de los derechos humanos cuando realiza actividades sobre el terreno a través de misiones de mantenimiento de la paz. La pregunta en este documento es: ¿quién responsabiliza a la ONU por sus violaciones de los derechos humanos? Este breve artículo tiene como objetivo enfatizar la importancia de la pregunta y proporcionar una discusión preliminar de la matriz fáctica necesaria para responder la pregunta.";16
El objetivo del compromiso era garantizar que el sistema de gestión esté enfocado en el futuro y sea capaz de proporcionar recursos pesqueros sostenibles para toda Nueva Zelanda. En particular, se enfocó en: manejo de pesquerías, procesos, tecnología, recopilación de investigaciones y regulaciones y legislación. Esto incluye una evaluación del Sistema de Gestión de Cuotas (SGC), que tiene 30 años.;14
El principal objetivo de la reforma era anticipar y gestionar el riesgo de escasez mediante la distribución del agua disponible entre los usuarios del agua. Francia estaba buscando una opción para la reforma de la asignación que combinaría la capacidad de los usuarios para autorregularse y brindar un incentivo a los agricultores para actuar colectivamente. Esta opción reflejaba la experiencia francesa con el desarrollo del riego y la gestión de la escasez. En Francia, la experiencia muestra que cuando existían asociaciones de usuarios de agua a nivel de cuenca, la asignación excesiva se gestionaba adecuadamente, ya que el presidente de la asociación de usuarios de agua (junto con los miembros) regula los usos del agua entre los miembros en casos de escasez.;6
Para la aplicación a las cuencas de la costa central y oeste, los beneficios de emergencia esperados de la recarga artificial están dominados por la reducción de los costos potenciales de hundimiento (Figura 2.4). La extensión del daño al sistema de distribución y el tiempo y costo requeridos para hacer las reparaciones necesarias podrían representarse probabilísticamente. Estas extensiones del análisis permitirían evaluar los beneficios de invertir en capacidad de pozo adicional para fines de suministro de emergencia y mejoras en la resiliencia del sistema de distribución de agua. El enfoque demostrado en la costa de Los Ángeles podría aplicarse para evaluar los beneficios de emergencia de estas estrategias de uso conjunto.;6
Por ejemplo, en 1962, un grupo de estudio pionero de la Comisión de Planificación de la India estableció un nivel de consumo mensual per cápita de 20 rupias (Rs) a precios de 1960-1961 como el umbral mínimo del nivel de vida. Esto excluía el gasto en salud y educación, ya que suponía que tales necesidades serían cubiertas directamente para todos y de forma gratuita por el Estado, tal como lo ordena la Constitución de la India. La obligación del Estado no ha sido cumplida pero, sin embargo, subsiste el supuesto de su cumplimiento. En India, la línea de pobreza oficial no cubre las necesidades de educación y salud. Si se tienen en cuenta sobre la base del patrón de gasto real del hogar medio, se observa que la línea de pobreza tendría que aumentarse en un 10,4 % para las zonas rurales y en un 15,6 % para las zonas urbanas.2 Las tasas de pobreza rural y urbana serían aumento de las estimaciones oficiales de 28,3 y 27,5 por ciento a las estimaciones revisadas de 36,4 y 35,8 por ciento, respectivamente (Ravi y Dev, 2008, págs.;1
Como resultado, Corea ahora tiene el segundo mayor número de camas de hospital por población después de Japón (OCDE, 2015a). Esta enorme expansión de la capacidad hospitalaria ha ido acompañada de un fuerte aumento de los ingresos hospitalarios, así como de la estancia media hospitalaria. Esto contrasta con la experiencia de otros países como Italia y Francia donde el número de camas de hospital y las tasas de hospitalización se han reducido significativamente. Aunque se han logrado avances en los últimos años en la reducción de estos ingresos potencialmente evitables, se necesitan más esfuerzos para llenar los vacíos en el manejo de estas condiciones fuera del hospital para evitar el uso hospitalario innecesario y costoso.;3
Estos podrían incluir mantener el precio de la energía minorista en niveles más bajos que no reflejen el costo (por ejemplo, a través de subsidios cruzados), mantener el empleo o preferir un determinado combustible de generación. Una sola empresa de servicios públicos integrada no requiere sistemas complejos para enviar múltiples proveedores a nivel mayorista, o plataformas de mercado minorista que permitan el cambio de clientes entre diferentes proveedores minoristas, o un régimen de acceso elaborado para garantizar que múltiples partes puedan acceder a la infraestructura de red de monopolio en igualdad de condiciones. . Cuando se requiere una nueva inversión para satisfacer la demanda, un gobierno puede ordenar a una empresa de servicios públicos que invierta en un momento dado y esto asegura que la capacidad será adecuada para cumplir con los estándares de confiabilidad.;7
Las defensoras de los derechos humanos están sujetas a los mismos tipos de riesgos que otras defensoras de los derechos humanos, pero como mujeres también son objeto de amenazas específicas de género y violencia específica de género, o están expuestas a ellas.31 Las razones de esto son multifacéticas y complejas, y dependen del contexto específico en el que trabaja cada mujer. A menudo, se considera que el trabajo de las defensoras de los derechos humanos desafía las nociones tradicionales de la familia y los roles de género en la sociedad, lo que puede generar hostilidad por parte de la población en general y de las autoridades. Por lo tanto, son estigmatizados y condenados al ostracismo por líderes comunitarios, grupos religiosos, familias y comunidades que consideran que amenazan la religión, el honor o la cultura a través de su trabajo.;5
Ahora trabajan para cambiar las actitudes de otros hombres en sus comunidades. En estas escuelas, los hombres casados ​​reciben información sobre la salud reproductiva de las mujeres. Por ejemplo, aprenden sobre la importancia de espaciar los embarazos, de los exámenes regulares durante el embarazo y de dar a luz con la asistencia de una partera calificada.;5
La diferencia entre el pico de la curva de duración de carga y la curva de duración de carga residual representa la capacidad de generación que, en promedio, no se requiere debido a la presencia de energía eólica variable. La diferencia entre las curvas negra y azul muestra la capacidad de generación mínima, sobre todas las muestras, que no es necesaria. En la última edición de World Energy Outlook (IEA, 2011c), la IEA asume que la demanda máxima anual se distribuye normalmente alrededor de la media. Luego, el crédito de capacidad se calcula en función de la diferencia entre la demanda máxima y la desviación estándar de punto uno por encima de la demanda máxima residual.;7
Todos los escenarios de estabilización indican que una gran parte de la reducción de emisiones, entre el 60% y el 80%, provendría de cambios en los sistemas energéticos. Se ha constatado que esto requerirá diferentes conjuntos de opciones de mitigación en las distintas regiones, con cuotas variables de energías renovables, energía nuclear, captura y secuestro de carbono (CAC), biomasa e hidrógeno y otros vectores energéticos avanzados. En cierto modo, es un requisito previo para aumentar la proporción de sistemas energéticos sin carbono. Sin embargo, sería un error sobrestimar su contribución, incluso en las economías avanzadas (Barker, Dagoumas y Rubin, 2009).;7
Este nuevo enfoque se basa en la triangulación de datos de encuestas con datos de consumo per cápita agregados registrados mediante el modelado de la distribución ascendente del consumo de alcohol. La metodología se describe en el Anexo 3. La distribución inicial del consumo de alcohol autorreportado se desplaza hacia la derecha después de la corrección, lo que refleja el hecho de que las personas consumen más de lo que declaran.;3
En los países no pertenecientes a la OCDE se prevé un crecimiento de la demanda de todos los productos lácteos, siendo el consumo de leche desnatada en polvo y mantequilla el que más crecerá (ambos un 38%), seguidos del queso (33%) hasta 2019. Se prevé que las exportaciones mundiales de productos lácteos se recuperen y crezcan sobre todo las de queso y leche desnatada en polvo (ambas un 14%). Los productores de leche y la industria láctea tendrán que adoptar cada vez un papel más proactivo para adaptarse a los cambios en los mercados de insumos, las condiciones de la demanda, las fluctuaciones de los precios y la creciente presión para garantizar la calidad, la seguridad y la trazabilidad de sus productos. Las limitaciones medioambientales y las cuestiones relacionadas con el cambio climático, así como las políticas, plantearán nuevos retos al sector en el futuro.;2
Podría decirse que, hasta la fecha, la caja de herramientas de gestión pesquera ha experimentado con el espectro completo de controles de gestión. Se observa que la caja de herramientas moderna representa una diversidad de enfoques de gestión que son más efectivos cuando se operan de manera conjunta y se diseñan específica y exclusivamente para el contexto y la pesquería en cuestión. La caja de herramientas de gestión pesquera exhibe fortalezas y debilidades con respecto a los cambios dinámicos en los entornos complejos en los que opera.;14
"También hay pagos relacionados con la colocación de personal de enfermería para la capacitación basada en estadías nocturnas para el apoyo a la independencia y la colocación de profesionales de la salud para los servicios de bienestar para discapacitados y hacen posible que las personas vivan en la comunidad mientras reciben apoyo relacionado con la salud. Se han establecido visitas de extensión de enfermería y servicios orientados a la comunidad en hospitales y clínicas privados para apoyar el alta temprana. También ha aumentado el número de guarderías psiquiátricas, clínicas ambulatorias psiquiátricas privadas e instalaciones de rehabilitación social. Además, el MHLW otorga subsidios para proyectos de ""red de atención de salud mental infantil"" implementados por la prefectura. Sin embargo, hay una escasez de hospitales centrales que se especialicen en la atención de la salud mental de los niños, con solo 21 hospitales con salas especializadas para niños y adolescentes en todo Japón. ""Hikikomori"", un grupo identificado en Japón que generalmente se entiende como adolescentes solitarios o adultos jóvenes que se retiran de la vida social, a menudo buscando grados extremos de aislamiento y confinamiento, son motivo de especial preocupación.";3
En concreto, los participantes subrayaron la necesidad de implicar a las partes interesadas a través de procesos de cogestión pesquera y de desarrollar sinergias entre la ESS y otros sectores relacionados, como el turismo y la pesca recreativa. En este sentido, se subrayó la necesidad de desarrollar indicadores para medir el impacto económico y social de la ESS, tanto en términos cuantitativos como cualitativos, incluyendo el impacto de la ESS en las comunidades costeras y la interacción entre la ESS y otras industrias marinas (transporte, turismo, petróleo y gas, etc.). También se debatió la necesidad de una caracterización de la FLA, que se puso de relieve en el contexto de la mejora de la recogida de datos sobre FLA. Los participantes también pidieron un estudio sobre los programas de protección social para los pescadores artesanales, reconociendo la importancia de estos programas para apoyar las medidas de gestión. Además, deberían elaborarse directrices de buenas prácticas para la aplicación de los programas de cogestión de la pesca artesanal en el Mediterráneo y el Mar Negro.;14
Este artículo explora la relación entre la soberanía estatal y la aplicación del derecho penal internacional bajo el Estatuto de Roma de la Corte Penal Internacional. Al hacer esto, intenta trazar los roles ambivalentes y, a veces, contradictorios que juegan las diferentes tipologías de soberanía para promover u obstaculizar la aplicación del derecho penal internacional. Luego de una breve revisión de la literatura sobre el debate sobre 'derecho internacional versus soberanía estatal', el documento se enfoca en un aspecto específico de la CPI recientemente establecida: las condiciones para la admisibilidad del caso. El análisis mostrará que la relación entre la soberanía estatal y la justicia penal internacional es dinámica y compleja, que necesita ser entendida y contextualizada dentro del actual sistema de relaciones internacionales.;16
En general, las mujeres parecen representar una proporción más pequeña de los SDE más orientados individualmente (como la consultoría) y los SDE más sofisticados (como la formación en gestión empresarial) que en los programas de formación empresarial basados ​​en grupos. Esto en un programa de formación empresarial apoyado por la ANPME en Marruecos que se dirige específicamente a mujeres empresarias. La ANPME normalmente no brinda capacitación empresarial como parte de su oferta de programas para pequeñas y medianas empresas (PYME).;5
"Los sistemas escolares que siguen diferenciando a los alumnos de estas formas deben crear incentivos adecuados para garantizar que algunos alumnos no sean ""descartados"" por el sistema. Esto no significa necesariamente que si se cambiaran las políticas de estratificación, los alumnos de los sistemas estratificados tendrían una mejor motivación instrumental para aprender, ya que PISA no mide la causa y el efecto. Sin embargo, los responsables políticos de los sistemas muy estratificados deben tener en cuenta no sólo el aspecto de la equidad de los resultados educativos, sino también los resultados no cognitivos, como las actitudes de los alumnos hacia el aprendizaje. El alcance de las evaluaciones y valoraciones no se limita únicamente a las evaluaciones de los alumnos, la mayoría de los centros escolares utilizan también diversas formas de evaluación, como las autoevaluaciones, la evaluación externa del centro y las valoraciones de los profesores.";4
Suecia no tiene sistemas nacionales formales de CME y CPD, y en consonancia con la cultura sueca de empoderamiento local, confianza y valores compartidos, esta agenda no tiene un mandato nacional. La responsabilidad de CME y CPD para todo el personal médico empleado en Suecia recae en los empleadores (por ejemplo, consejos de condado, municipios y proveedores privados). En Dinamarca, los profesionales participan en DPC y aprendizaje regulares, pero las expectativas y los requisitos en torno a esto no están formalizados de ninguna manera.;3
Por el contrario, las mujeres en el sector informal experimentan una penalización salarial por maternidad estadísticamente significativa en todas las especificaciones. Encontramos que la penalización salarial no es igual para todas las madres, ya que tener más hijos aumenta la penalización estimada (7,8% para un hijo, 15,5% para dos hijos y 26,3% para tres o más hijos). Las estimaciones del coeficiente para la penalización salarial por maternidad, según se informa en el cuadro 3, parecen ser relativamente estables en el tiempo, mostrando una penalización más alta en el período anterior al shock (10,1 % frente a 5,7 % para un hijo, 16,4 % frente a 13,1 % para dos hijos y 27,3% versus 26,0% para tres o más hijos). Los coeficientes estimados asociados con la maternidad y los hijos no son significativos en todas las regresiones del sector formal. Al igual que en los resultados de ols, las trabajadoras del sector formal no experimentan penalizaciones salariales por maternidad estadísticamente significativas. A lo largo del período de tiempo completo de los datos, dos especificaciones diferentes de la maternidad (una por el número de hijos y otra por su edad) no muestran sanciones salariales significativas para las madres que trabajan en el sector formal.;5
Sin embargo, algunos de los países más pequeños pero más ricos del continente (Seychelles, Mauricio) generan 11,5 kg/hab y 8,6 kg/hab respectivamente, en comparación con el promedio africano de 1,9 kg/hab y el promedio mundial de 6,1 kg/hab. Se espera que la generación local de desechos electrónicos aumente en el futuro con la inclinación por el consumo de bienes extranjeros y la búsqueda de la comodidad asociada con los bienes de consumo. Sin embargo, el marco legal y de infraestructura para lograr una buena gestión aún está lejos de materializarse en la mayoría de los países.;12
